year,state,treatment,pupil_expenditure,teacher_salary,stateid,proficieny_mean,log_salary,post
1985,ND,1,6485.723145,42184.5145,28,8.777512774,10.64983218,1
1986,ND,1,6284.326172,42345.83913,28,8.745973017,10.65364906,1
1987,ND,1,6216.848633,41576.52309,28,8.735179247,10.63531499,1
1988,ND,1,6699.319336,41174.42775,28,8.809910466,10.62559694,1
1989,ND,1,6856.848633,40474.00723,28,8.833149061,10.60843996,1
1990,ND,1,6521.703125,39632.97191,28,8.783044159,10.58744191,1
1991,ND,1,6644.584961,39216.45991,28,8.801707998,10.57687733,1
1992,ND,1,6690.166504,39183.24801,28,8.808543503,10.57603011,1
1993,ND,1,6617.196777,38489.52482,28,8.797578222,10.55816738,1
1994,ND,1,6594.441406,38736.5751,28,8.794133993,10.56456534,1
1995,ND,1,6692.063965,38587.61483,28,8.80882704,10.56071256,1
1996,ND,1,6681.432129,38512.10995,28,8.807237291,10.55875398,1
1997,ND,1,6868.447754,38353.40112,28,8.834838997,10.55462456,1
1998,ND,1,7280.07373,38763.13286,28,8.893033621,10.56525069,1
1999,ND,1,7417.142578,39086.47113,28,8.911683978,10.57355726,1
2000,ND,1,7755.57373,39117.11972,28,8.956295986,10.57434106,1
1959,NE,0,2324.218506,28489.65296,29,7.751569295,10.25733135,0
1960,NE,0,2470.479736,29207.38641,29,7.812572334,10.28221115,0
1961,NE,0,2557.174072,30972.2224,29,7.84704903,10.34087832,0
1962,NE,0,2639.827148,32046.85594,29,7.878847461,10.37498556,0
1963,NE,0,2702.256836,32992.17961,29,7.902212561,10.40405614,0
1964,NE,0,2743.906494,34417.67768,29,7.917502289,10.44635465,0
1965,NE,0,2823.293945,36169.60635,29,7.946013681,10.49600209,0
1966,NE,0,2959.557861,37816.56192,29,7.993132996,10.54052887,0
1967,NE,0,3559.557373,39615.68106,29,8.177672377,10.58700555,0
1968,NE,0,3038.44165,41261.45953,29,8.01942911,10.6277084,0
1969,NE,0,4157.652344,44716.33302,29,8.332946345,10.70811647,0
1970,NE,0,3645.80249,45634.4009,29,8.201606033,10.72843903,0
1971,NE,0,4669.728516,41355.26262,29,8.449070338,10.62997914,0
1972,NE,0,4745.825684,46078.67663,29,8.465231396,10.73812728,0
1973,NE,0,5140.583984,45055.08278,29,8.545116479,10.71566328,0
1974,NE,0,5012.912109,42766.39953,29,8.51997175,10.6635314,0
1975,NE,0,4918.325195,40599.75805,29,8.500926645,10.61154202,0
1976,NE,0,5547.922363,42814.08729,29,8.621359019,10.66464583,0
1977,NE,0,5112.160645,42430.96397,29,8.539573013,10.65565722,0
1978,NE,0,5473.384277,43263.38264,29,8.607835088,10.675085,0
1979,NE,0,6080.643555,40604.67116,29,8.71303026,10.61166302,0
1980,NE,0,5935.792969,39812.42028,29,8.688924362,10.59195933,0
1981,NE,0,6138.759277,39749.04136,29,8.722540815,10.59036616,0
1982,NE,0,6377.175781,39944.92166,29,8.760637408,10.59528186,0
1983,NE,0,6668.152832,41126.32553,29,8.805248119,10.62442803,0
1984,NE,0,6874.716309,41655.20139,29,8.835751107,10.63720553,0
1985,NE,0,6952.748047,42433.77926,29,8.847036081,10.65572357,0
1986,NE,0,7061.497559,43366.48447,29,8.86255403,10.67746523,0
1987,NE,1,7125.552246,44139.06503,29,8.871582841,10.69512315,1
1988,NE,1,7559.562988,44714.38157,29,8.930700936,10.70807283,1
1989,NE,1,8007.324219,44880.84865,29,8.988236807,10.71178873,1
1990,NE,1,7898.939453,44005.77061,29,8.974610374,10.69209878,1
1991,NE,1,7910.668945,43596.79199,29,8.97609403,10.68276179,1
1992,NE,1,7869.950684,44711.58141,29,8.970934133,10.7080102,1
1993,NE,1,8013.552734,44613.20127,29,8.98901426,10.7058075,1
1994,NE,1,8173.870117,45350.35203,29,9.008820108,10.72219527,1
1995,NE,1,8138.666992,45064.90847,29,9.004504548,10.71588133,1
1996,NE,1,8127.569336,44150.43517,29,9.003140214,10.69538071,1
1997,NE,1,8094.478516,44382.88728,29,8.999060977,10.70063178,1
1998,NE,1,8368.787109,43985.77472,29,9.032383728,10.69164429,1
1999,NE,1,8747.342773,43502.56306,29,9.076619564,10.68059812,1
2000,NE,1,9146.776367,43275.63259,29,9.121266109,10.67536811,1
1959,NH,0,2349.743164,32779.67764,30,7.762486797,10.39759452,0
1960,NH,0,2541.127441,33694.40037,30,7.840756585,10.42511662,0
1961,NH,0,2642.327881,34810.03037,30,7.879793963,10.45768958,0
1962,NH,0,2771.311523,36275.71559,30,7.927436736,10.49893137,0
1963,NH,0,2889.414795,37589.32579,30,7.969155298,10.534502,0
1964,NH,0,2894.418945,38230.14065,30,7.970885093,10.55140566,0
1965,NH,0,3099.847656,39111.63175,30,8.039430791,10.57420076,0
1966,NH,0,3290.112305,40717.245,30,8.098980873,10.61443155,0
1967,NH,0,3524.306885,41293.53704,30,8.167722771,10.6284855,0
1968,NH,0,3595.026367,44225.26672,30,8.187584728,10.69707416,0
1969,NH,0,3957.591797,45839.29169,30,8.283643634,10.73291871,0
1970,NH,0,3738.087891,46629.14092,30,8.226596981,10.75000241,0
1971,NH,0,4281.700684,46760.89778,30,8.36233909,10.752824,0
1972,NH,0,4402.222168,47184.6066,30,8.390091863,10.76184418,0
1973,NH,0,4558.41748,44824.25774,30,8.424950149,10.71052705,0
1974,NH,0,4476.134766,42567.36261,30,8.40673856,10.65886659,0
1975,NH,0,4410.649902,42557.39837,30,8.392004026,10.65863249,0
1976,NH,1,4441.010742,39280.73708,30,8.398862423,10.57851498,1
1977,NH,1,4491.167969,39904.96866,30,8.410090708,10.59428118,1
1978,NH,1,5001.581055,39102.92747,30,8.517709269,10.57397819,1
1979,NH,1,5202.359863,40073.04701,30,8.557059823,10.5984842,1
1980,NH,1,5388.420898,37360.61348,30,8.592193218,10.52839908,1
1981,NH,1,5447.448242,35728.55896,30,8.603086121,10.48373361,1
1982,NH,1,5674.713379,36459.41513,30,8.64395154,10.50398243,1
1983,NH,1,5937.409668,38041.57745,30,8.689196644,10.54646127,1
1984,NH,1,6260.524414,38987.74064,30,8.742178951,10.57102818,1
1985,NH,1,6579.195312,41063.83634,30,8.791819707,10.62290747,1
1986,NH,1,7168.120605,43509.73294,30,8.877538277,10.68076292,1
1987,NH,1,7832.09082,46104.64027,30,8.966112452,10.73869057,1
1988,NH,1,7977.791504,48850.62545,30,8.984542238,10.79654293,1
1989,NH,1,8415.582031,50972.34852,30,9.03795909,10.8390582,1
1990,NH,1,8594.746094,51849.61382,30,9.05902272,10.85612205,1
1991,NH,1,8384.007812,53105.12248,30,9.034200606,10.8800475,1
1992,NH,1,8343.261719,52735.97987,30,9.029329362,10.87307219,1
1993,NH,1,8199.158203,51489.88772,30,9.011908726,10.84916013,1
1994,NH,1,8191.288574,51459.45142,30,9.010948573,10.84856886,1
1995,NH,1,8212.859375,51211.68415,30,9.013578174,10.84374252,1
1996,NH,1,8227.304688,50072.27489,30,9.015335281,10.82124271,1
1997,NH,1,8363.75,49810.5117,30,9.031781727,10.81600139,1
1998,NH,1,8606.032227,50039.16982,30,9.060334849,10.82058136,1
1999,NH,1,8978.597656,49388.50422,30,9.102710356,10.80749322,1
2000,NH,1,9225.889648,48500.36588,30,9.129877288,10.78934724,1
1959,NJ,0,3275.23877,43004.23944,31,8.094451327,10.66907723,0
1960,NJ,0,3511.747803,43257.45482,31,8.16415386,10.67494798,0
1961,NJ,0,3610.080078,44281.8833,31,8.191762197,10.6983535,0
1962,NJ,0,3731.370605,45251.07783,31,8.224798862,10.72000387,0
1963,NJ,0,3833.166016,46050.22408,31,8.251707224,10.73750962,0
1964,NJ,0,3956.799561,47114.16413,31,8.283443483,10.76035018,0
1965,NJ,0,4236.344238,48235.37168,31,8.351691993,10.78386861,0
1966,NJ,0,4644.089355,49506.78582,31,8.443565888,10.80988523,0
1967,NJ,0,4816.620117,51217.04317,31,8.480035333,10.84384715,0
1968,NJ,1,4931.742188,52790.85748,31,8.503650337,10.87411224,1
1969,NJ,1,5488.871094,54216.91985,31,8.610660054,10.90076676,1
1970,NJ,1,5802.024414,56081.9811,31,8.666134511,10.93458768,1
1971,NJ,1,6284.938477,51148.93827,31,8.74607043,10.84251656,1
1972,NJ,1,6303.166016,53731.50337,31,8.748965966,10.89177337,1
1973,NJ,1,7034.768066,54513.99813,31,8.858762141,10.90623114,1
1974,NJ,1,6920.212891,54126.98461,31,8.842346306,10.89910661,1
1975,NJ,1,6885.797363,54210.01936,31,8.837361432,10.90063948,1
1976,NJ,1,7288.558594,55567.87197,31,8.894198274,10.92537847,1
1977,NJ,1,7341.638672,55503.52945,31,8.901453549,10.92421991,1
1978,NJ,1,7770.055664,54597.61298,31,8.958161298,10.90776376,1
1979,NJ,1,8486.063477,51285.21044,31,9.046298339,10.84517719,1
1980,NJ,1,7749.677246,48936.89934,31,8.955535505,10.79830741,1
1981,NJ,1,8163.330566,47761.21988,31,9.007530014,10.77399023,1
1982,NJ,1,8365.776367,48779.01422,31,9.032023948,10.79507596,1
1983,NJ,1,8899.977539,50932.27773,31,9.093916386,10.83827178,1
1984,NJ,1,8730.572266,52110.97594,31,9.074700732,10.86115007,1
1985,NJ,1,10413.99316,55061.16732,31,9.251001697,10.91621814,1
1986,NJ,1,10957.68945,57136.24357,31,9.301887978,10.95321143,1
1987,NJ,1,11629.38379,59097.78361,31,9.361376245,10.98696562,1
1988,NJ,1,12464.53613,61254.74899,31,9.430723006,11.02281299,1
1989,NJ,1,13269.00293,62736.82142,31,9.493261348,11.04671976,1
1990,NJ,1,13623.24219,63984.50558,31,9.519605999,11.06641186,1
1991,NJ,1,13936.87207,65684.16823,31,9.542365023,11.09262843,1
1992,NJ,1,13631.08887,66333.78387,31,9.520181768,11.10246968,1
1993,NJ,1,13694.50098,67443.43812,31,9.524822662,11.1190594,1
1994,NJ,1,13504.31934,68861.26225,31,9.510838912,11.13986359,1
1995,NJ,1,13393.69727,69753.59896,31,9.502614181,11.15273863,1
1996,NJ,1,13324.60254,69191.43683,31,9.497442467,11.14464684,1
1997,NJ,1,13101.18359,68530.7212,31,9.480534182,11.135052,1
1998,NJ,1,13572.29297,68484.29944,31,9.515859389,11.13437439,1
1999,NJ,1,13530.2959,68288.43534,31,9.512760496,11.13151035,1
2000,NJ,1,14243.74023,67469.4654,31,9.564143011,11.11944523,1
1959,NM,0,2380.827637,39527.33282,32,7.775623387,10.58477298,0
1960,NM,0,2675.191895,40171.27484,32,7.892150128,10.60093236,0
1961,NM,0,2822.168213,40909.37585,32,7.945615013,10.619139,0
1962,NM,0,2990.297852,41647.02163,32,8.003462636,10.63700915,0
1963,NM,0,3116.129639,42231.69381,32,8.04466787,10.65094993,0
1964,NM,0,3216.75415,43611.2,32,8.076438926,10.68309221,0
1965,NM,0,3815.731201,43998.85511,32,8.247149629,10.69194162,0
1966,NM,0,3763.776611,44620.71642,32,8.233443805,10.70597593,0
1967,NM,0,3719.494629,46137.7749,32,8.221611903,10.73940898,0
1968,NM,0,3986.296875,45666.44146,32,8.290868805,10.72914088,0
1969,NM,0,3951.275879,46581.98922,32,8.282046864,10.74899072,0
1970,NM,0,4170.319336,46162.68091,32,8.335987652,10.73994864,0
1971,NM,0,4213.684082,45689.46212,32,8.346329917,10.72964485,0
1972,NM,0,4855.667969,44091.13267,32,8.488107879,10.69403665,0
1973,NM,0,4253.952148,44691.65612,32,8.355838795,10.70756447,0
1974,NM,0,4432.816406,44964.65173,32,8.397015983,10.71365418,0
1975,NM,0,4863.623047,44604.20658,32,8.489744509,10.70560587,0
1976,NM,0,4930.306152,46109.83694,32,8.503359172,10.73880328,0
1977,NM,0,5046.897461,46763.29781,32,8.526727091,10.75287532,0
1978,NM,0,5445.162109,47484.03731,32,8.602666439,10.76816994,0
1979,NM,0,5618.025879,44073.74396,32,8.633913597,10.6936422,0
1980,NM,0,5466.476562,44145.75394,32,8.606572466,10.69527468,0
1981,NM,0,5797.05957,44834.61575,32,8.665278584,10.7107581,0
1982,NM,0,6002.569824,44358.01355,32,8.700109542,10.7000712,0
1983,NM,0,5857.755859,45036.44623,32,8.675692549,10.71524956,0
1984,NM,0,6042.016113,45774.96965,32,8.706658523,10.73151455,0
1985,NM,0,5899.886719,44213.08382,32,8.68285791,10.69679866,0
1986,NM,0,6109.536133,48057.87184,32,8.717769795,10.78018203,0
1987,NM,0,6123.524902,47072.07183,32,8.720056465,10.75945639,0
1988,NM,0,6149.208496,45416.65827,32,8.724241262,10.72365626,0
1989,NM,0,6059.463867,43533.82529,32,8.709541622,10.68131648,0
1990,NM,0,6268.007324,42539.27307,32,8.7433733,10.65820651,0
1991,NM,0,6287.399902,42008.60141,32,8.74646193,10.64565348,0
1992,NM,0,6106.748535,41236.36255,32,8.717313496,10.62709998,0
1993,NM,0,6196.709961,42135.36078,32,8.731935142,10.64866632,0
1994,NM,0,6479.333496,42470.89453,32,8.776527253,10.65659783,0
1995,NM,0,6586.834961,41599.47768,32,8.79298004,10.63586693,0
1996,NM,0,6506.904785,41875.37025,32,8.780772838,10.64247699,0
1997,NM,0,6799.274414,40964.6387,32,8.824718245,10.62048891,0
1998,NM,0,7277.310059,43340.97109,32,8.892653979,10.67687675,0
1999,NM,0,7624.473633,42608.61203,32,8.939249715,10.65983514,0
2000,NM,0,7994.126465,42781.77753,32,8.986587443,10.66389091,0
1959,NV,0,2681.871826,41677.91945,33,7.894643077,10.63775075,0
1960,NV,0,3094.580322,42162.96708,33,8.037730671,10.64932127,0
1961,NV,0,3153.259766,43374.30185,33,8.056509125,10.67764548,0
1962,NV,0,3276.158447,43926.86701,33,8.094731999,10.69030418,0
1963,NV,0,3287.106689,44323.2421,33,8.098067204,10.69928703,0
1964,NV,0,3694.850098,45932.44129,33,8.214965874,10.7349487,0
1965,NV,0,3607.949707,48629.94921,33,8.191172069,10.79201542,0
1966,NV,0,4058.604492,49735.61,33,8.308840832,10.81449656,0
1967,NV,0,4139.999512,51086.47072,33,8.328692466,10.84129455,0
1968,NV,0,3762.363281,52195.58965,33,8.233068326,10.86277244,0
1969,NV,1,4193.166504,54947.73423,33,8.341449911,10.91415592,1
1970,NV,1,4163.778809,53676.62106,33,8.334418446,10.89075145,1
1971,NV,1,4591.823242,54917.80741,33,8.432250199,10.91361114,1
1972,NV,1,4677.234863,56767.59415,33,8.450676152,10.94673853,1
1973,NV,1,4816.252441,56041.37231,33,8.479959012,10.93386333,1
1974,NV,1,4476.260742,53633.81535,33,8.406766697,10.88995368,1
1975,NV,1,4640.550293,51539.03597,33,8.442803704,10.85011418,1
1976,NV,1,4973.07373,51409.86224,33,8.511994447,10.84760476,1
1977,NV,1,4979.360352,50908.52089,33,8.513257527,10.83780524,1
1978,NV,1,5346.847168,50855.20999,33,8.58444936,10.83675752,1
1979,NV,1,5731.226562,48630.09325,33,8.653859314,10.79201838,1
1980,NV,1,5094.166992,47806.9247,33,8.536047721,10.77494669,1
1981,NV,1,5360.893555,47833.18556,33,8.587072467,10.77549584,1
1982,NV,1,5454.803711,47791.54819,33,8.604435222,10.77462501,1
1983,NV,1,5445.585449,48953.13489,33,8.602744168,10.79863912,1
1984,NV,1,5498.282227,47262.95523,33,8.612372858,10.76350324,1
1985,NV,1,6475.957031,51899.76059,33,8.776006085,10.85708872,1
1986,NV,1,6330.187988,53642.57257,33,8.753243173,10.89011694,1
1987,NV,1,6331.033691,52976.47557,33,8.753376742,10.87762211,1
1988,NV,1,6566.233398,53628.31892,33,8.789847927,10.88985119,1
1989,NV,1,6709.927734,53793.00839,33,8.811492482,10.89291737,1
1990,NV,1,7163.386719,53760.73206,33,8.876877743,10.89231719,1
1991,NV,1,7277.472656,54205.0085,33,8.892676319,10.90054704,1
1992,NV,1,7218.680664,53028.17179,33,8.884566002,10.87859745,1
1993,NV,1,7037.601562,51239.3874,33,8.859164788,10.84428332,1
1994,NV,1,6960.126465,51256.40332,33,8.848096589,10.84461534,1
1995,NV,1,6999.801758,51748.23929,33,8.853779958,10.85416501,1
1996,NV,1,7065.827148,51894.27251,33,8.863166881,10.85698298,1
1997,NV,1,7193.662598,50396.07018,33,8.881094724,10.82768832,1
1998,NV,1,7474.583496,52016.38925,33,8.919397455,10.85933335,1
1999,NV,1,7538.842285,51555.97554,33,8.927956544,10.8504428,1
2000,NV,1,7353.374512,51212.76983,33,8.903050587,10.84376372,1
1959,NY,0,3665.29126,47282.93271,34,8.206935874,10.76392583,0
1960,NY,0,4004.109131,48403.459,34,8.295326108,10.78734722,0
1961,NY,0,4202.717285,49354.1322,34,8.343724481,10.80679704,0
1962,NY,0,4566.536621,50479.51158,34,8.426729306,10.82934263,0
1963,NY,0,4866.305176,51414.18385,34,8.490295711,10.84768881,0
1964,NY,0,5095.454102,54865.70323,34,8.536300303,10.91266194,0
1965,NY,0,5553.818848,53302.57778,34,8.622421091,10.88375873,0
1966,NY,0,5603.774902,53167.9728,34,8.631374175,10.88123029,0
1967,NY,0,6380.43457,52881.8419,34,8.761148205,10.87583422,0
1968,NY,1,6479.067871,56393.79434,34,8.776486263,10.94013213,1
1969,NY,1,6953.549316,57633.3285,34,8.847151302,10.96187365,1
1970,NY,1,7008.399902,62382.00123,34,8.85500737,11.0410481,1
1971,NY,1,7942.530762,61378.72593,34,8.980113136,11.02483486,1
1972,NY,1,7410.710449,64582.13706,34,8.910816522,11.07570862,1
1973,NY,1,8818.316406,62862.98883,34,9.084699641,11.04872876,1
1974,NY,1,7826.919922,63691.81437,34,8.965452099,11.06182703,1
1975,NY,1,7885.149414,64646.71467,34,8.972863261,11.07670803,1
1976,NY,1,7934.240234,65531.76626,34,8.979068908,11.09030554,1
1977,NY,1,8045.57373,64769.11054,34,8.993001656,11.07859952,1
1978,NY,1,8165.697266,62206.16242,34,9.007819855,11.03822542,1
1979,NY,1,8861.730469,59469.81943,34,9.089610175,10.99324104,1
1980,NY,1,8535.237305,57209.26637,34,9.052075593,10.95448864,1
1981,NY,1,8913.642578,56221.98445,34,9.095450437,10.93708093,1
1982,NY,1,9130.657227,57345.33853,34,9.119502472,10.95686428,1
1983,NY,1,9723.389648,59809.95939,34,9.182392405,10.99894419,1
1984,NY,1,10059.06152,59210.91278,34,9.216328559,10.98887803,1
1985,NY,1,10580.44434,61789.28935,34,9.266857212,11.0315015,1
1986,NY,1,11234.21582,63665.98629,34,9.326808394,11.06142144,1
1987,NY,1,11893.66113,65839.09243,34,9.383844934,11.09498424,1
1988,NY,1,12266.45996,67485.84188,34,9.414705504,11.11968792,1
1989,NY,1,12398.77148,68450.24032,34,9.425433323,11.13387695,1
1990,NY,1,12530.14941,68620.0726,34,9.435972777,11.13635495,1
1991,NY,1,11978.08301,69379.27292,34,9.390917325,11.14735785,1
1992,NY,1,12075.88672,69938.00236,34,9.399048716,11.15537875,1
1993,NY,1,12176.87598,69071.69019,34,9.40737614,11.14291471,1
1994,NY,1,12228.32422,69521.90427,34,9.411591971,11.14941154,1
1995,NY,1,11963.56445,68843.60144,34,9.389704598,11.13960709,1
1996,NY,1,11847.65234,66709.29514,34,9.379969414,11.10811457,1
1997,NY,1,12026.30859,66180.33565,34,9.394935059,11.10015376,1
1998,NY,1,12500.75293,66135.18081,34,9.433624148,11.09947124,1
1999,NY,1,12887.12012,66778.01148,34,9.464061245,11.10914411,1
2000,NY,1,13569.07422,65897.99327,34,9.515622222,11.09587844,1
1959,OH,0,2488.343506,37526.61284,35,7.819774302,10.53283228,0
1960,OH,0,2598.676025,34259.06606,35,7.863142111,10.4417357,0
1961,OH,0,2701.217529,35281.09114,35,7.901828022,10.47113078,0
1962,OH,0,2942.496826,37263.93516,35,7.98735355,10.52580809,0
1963,OH,0,3142.208008,39079.64436,35,8.052999216,10.57338259,0
1964,OH,0,3084.723145,42380.23871,35,8.034541316,10.65446106,0
1965,OH,0,3260.94751,43957.32063,35,8.090079692,10.69099721,0
1966,OH,0,2953.302246,43974.6246,35,7.991017775,10.69139077,0
1967,OH,0,3655.01001,47658.94393,35,8.20412767,10.77184657,0
1968,OH,0,3745.141846,48404.67347,35,8.228481748,10.78737231,0
1969,OH,0,4019.683105,48970.50449,35,8.299207094,10.79899387,0
1970,OH,0,4054.595215,49444.76097,35,8.307852741,10.80863161,0
1971,OH,0,4264.891602,48726.09383,35,8.358406489,10.7939905,0
1972,OH,0,4547.726074,48514.85256,35,8.422602489,10.78964588,0
1973,OH,0,4690.095703,50585.06132,35,8.45342146,10.83143135,0
1974,OH,0,4603.084961,47105.40438,35,8.434699223,10.76016424,0
1975,OH,0,4684.836426,46205.17538,35,8.452299711,10.74086873,0
1976,OH,0,4945.707031,47903.33791,35,8.506477388,10.77696134,0
1977,OH,0,5212.779785,47947.13322,35,8.559060358,10.77787515,0
1978,OH,0,5408.486816,47490.72615,35,8.595909509,10.76831079,0
1979,OH,0,5689.777832,45614.55291,35,8.646602219,10.72800401,0
1980,OH,0,5610.462891,44639.29087,35,8.632566729,10.70639211,0
1981,OH,0,5506.222168,44498.77593,35,8.613815631,10.70323943,0
1982,OH,0,5588.216797,45012.18155,35,8.628594448,10.71471065,0
1983,OH,0,6051.751953,46610.56537,35,8.708268316,10.74960397,0
1984,OH,1,6398.240723,48014.2935,35,8.763934625,10.77927485,1
1985,OH,1,6616.327148,49686.77587,35,8.797446813,10.81351422,1
1986,OH,1,6782.813477,52301.60774,35,8.822294682,10.86480151,1
1987,OH,1,6900.112305,52989.91212,35,8.839437881,10.87787571,1
1988,OH,1,7756.710938,54213.54951,35,8.956442587,10.90070459,1
1989,OH,1,7967.674316,54897.35652,35,8.983273424,10.91323869,1
1990,OH,1,7919.818359,53512.97906,35,8.977249808,10.88769819,1
1991,OH,1,8189.79248,52724.08482,35,9.010765934,10.87284661,1
1992,OH,1,7941.961426,53649.85674,35,8.98004146,10.89025272,1
1993,OH,1,8026.196289,53839.45999,35,8.990590591,10.89378051,1
1994,OH,1,8134.960938,53976.95361,35,9.004049137,10.89633098,1
1995,OH,1,8111.012695,54134.83655,35,9.001101291,10.89925166,1
1996,OH,1,8248.168945,53751.01456,35,9.01786774,10.89213643,1
1997,OH,1,8420.857422,52965.19103,35,9.038585679,10.87740908,1
1998,OH,1,8815.217773,54267.8509,35,9.084348233,10.90170569,1
1999,OH,1,9246.608398,54233.90207,35,9.132120246,10.90107993,1
2000,OH,1,9587.353516,54151.84059,35,9.168304466,10.89956571,1
1959,OK,0,2121.727295,34739.09288,36,7.660457001,10.45564971,0
1960,OK,0,2178.421143,34529.47845,36,7.68681459,10.44959765,0
1961,OK,0,2222.248535,35379.57736,36,7.706724709,10.47391829,0
1962,OK,0,2297.213135,35823.73902,36,7.739887202,10.48639397,0
1963,OK,0,2317.950684,36140.67086,36,7.748870071,10.4952018,0
1964,OK,0,2344.688232,36295.7729,36,7.760334127,10.49948412,0
1965,OK,0,3150.0625,39111.63175,36,8.055494977,10.57420076,0
1966,OK,0,3299.823975,40380.73884,36,8.101927406,10.60613295,0
1967,OK,0,3156.423096,38623.33045,36,8.057511498,10.56163768,0
1968,OK,0,3018.788086,41612.35425,36,8.012941938,10.63617641,0
1969,OK,0,3290.178467,41513.82126,36,8.099000976,10.63380578,0
1970,OK,0,3454.705078,41363.20081,36,8.14778179,10.63017107,0
1971,OK,1,3647.04834,42534.38025,36,8.201947602,10.65809148,1
1972,OK,1,3308.291016,41034.17529,36,8.104489251,10.62218491,1
1973,OK,1,4090.23999,40762.71932,36,8.316603379,10.61554773,1
1974,OK,1,4153.230957,39771.99964,36,8.331882602,10.59094356,1
1975,OK,1,4272.388184,38909.62137,36,8.360162277,10.56902254,1
1976,OK,1,4520.505859,40162.1585,36,8.416600372,10.6007054,1
1977,OK,1,4933.152832,41092.40235,36,8.503936272,10.62360286,1
1978,OK,1,4730.924805,41805.21668,36,8.462087334,10.64080033,1
1979,OK,1,5435.275879,39676.58155,36,8.600849524,10.58854161,1
1980,OK,1,5465.554688,38927.22938,36,8.606403841,10.56947496,1
1981,OK,1,6018.004395,38885.45325,36,8.702677142,10.56840122,1
1982,OK,1,5936.568848,39363.06238,36,8.689055044,10.58060856,1
1983,OK,1,5854.489258,40786.98135,36,8.675134835,10.61614274,1
1984,OK,1,5607.09668,39915.37058,36,8.631966668,10.59454181,1
1985,OK,1,5956.460449,43406.5198,36,8.69239957,10.67838797,1
1986,OK,1,5726.682129,44890.48902,36,8.653066213,10.7120035,1
1987,OK,1,5560.223145,44340.61327,36,8.623573353,10.69967887,1
1988,OK,1,5823.376953,42551.33246,36,8.669807312,10.65848995,1
1989,OK,1,5791.000488,40568.9671,36,8.664233018,10.61078335,1
1990,OK,1,6071.820312,40382.0702,36,8.711578408,10.60616592,1
1991,OK,1,6175.126465,40567.7027,36,8.728446568,10.61075218,1
1992,OK,1,6357.242188,40282.07616,36,8.757507233,10.60368671,1
1993,OK,1,6695.171387,40757.60902,36,8.809291207,10.61542236,1
1994,OK,1,6669.373535,41155.49596,36,8.80543114,10.62513705,1
1995,OK,1,6509.041016,40640.83249,36,8.781101036,10.61255317,1
1996,OK,1,6694.905762,42206.13717,36,8.809251538,10.65034461,1
1997,OK,1,6837.210938,41698.28506,36,8.830281418,10.63823926,1
1998,OK,1,7093.760742,41670.10027,36,8.867111867,10.63756313,1
1999,OK,1,7060.762207,40964.6845,36,8.862449904,10.62049003,1
2000,OK,1,7621.916504,43685.91218,36,8.938914319,10.68480384,1
1959,OR,0,2981.570801,39842.05281,37,8.000540892,10.59270334,0
1960,OR,0,3215.143066,41249.80614,37,8.075938115,10.62742593,0
1961,OR,0,3373.617188,42818.93768,37,8.124037171,10.66475911,0
1962,OR,0,3500.901123,43981.60426,37,8.161061278,10.69154948,0
1963,OR,0,3576.963623,44973.94527,37,8.182549097,10.71386084,0
1964,OR,0,3733.452881,45158.69419,37,8.225356602,10.71796025,0
1965,OR,0,3896.999023,46034.04444,37,8.26821863,10.73715822,0
1966,OR,0,3992.361328,47110.86198,37,8.292388593,10.76028009,0
1967,OR,0,4267.520508,48533.77934,37,8.359022561,10.79003592,0
1968,OR,0,4437.820312,49908.50799,37,8.398143925,10.8179668,0
1969,OR,0,5010.140137,53325.68282,37,8.51941874,10.8841921,0
1970,OR,0,4811.011719,52254.76103,37,8.478870512,10.86390542,0
1971,OR,0,5520.247559,51068.17679,37,8.616359121,10.8409364,0
1972,OR,0,5586.766602,49907.69833,37,8.628334952,10.81795058,0
1973,OR,0,5941.540527,48463.43545,37,8.689892019,10.78858552,0
1974,OR,1,5771.413574,46579.0623,37,8.660845569,10.74892788,1
1975,OR,1,5431.736816,50258.26094,37,8.600198304,10.82495011,1
1976,OR,1,5489.579102,51735.60494,37,8.610789012,10.85392084,1
1977,OR,1,6310.391113,50375.97487,37,8.750111393,10.8272895,1
1978,OR,1,6030.783691,48728.16056,37,8.704798049,10.79403291,1
1979,OR,1,7245.143066,48104.47616,37,8.888224615,10.7811513,1
1980,OR,1,7362.660156,48058.32421,37,8.904312392,10.78019145,1
1981,OR,1,7098.601562,48708.76794,37,8.867793943,10.79363486,1
1982,OR,1,7146.191406,49102.14383,37,8.874474748,10.80167834,1
1983,OR,1,7227.34375,50693.64214,37,8.885765209,10.83357551,1
1984,OR,1,7327.395996,51162.3589,37,8.899511944,10.84277891,1
1985,OR,1,7527.742676,52001.08773,37,8.926483332,10.85903915,1
1986,OR,1,7736.388672,53103.40125,37,8.953819529,10.88001509,1
1987,OR,1,8187.812988,53899.75847,37,9.010524232,10.89489983,1
1988,OR,1,8475.665039,54302.02531,37,9.045072378,10.90233522,1
1989,OR,1,8554.240234,54232.63742,37,9.054299267,10.90105661,1
1990,OR,1,8666.643555,54171.98535,37,9.06735224,10.89993764,1
1991,OR,1,8434.395508,54594.05115,37,9.040191883,10.90769852,1
1992,OR,1,8680.208008,55765.13977,37,9.068915969,10.92892215,1
